sent item: 112, 1554709914437509632
sent item: 111, 1554709914437747200
sent item: 111, 1554709914449550336
sent item: 113, 1554709914454238464
sent item: 114, 1554709914471005184
sent item: 115, 1554709914487257600
sent item: 114, 1554709914487566592
sent item: 116, 1554709914504320256
sent item: 117, 1554709914520606976
sent item: 118, 1554709914520606976
sent item: 119, 1554709914520606976
sent item: 120, 1554709914520606976
sent item: 116, 1554709914520974592
sent item: 118, 1554709914522153984
sent item: 121, 1554709914537024256
sent item: 122, 1554709914553707520
sent item: 123, 1554709914570362368
sent item: 124, 1554709914587045632
sent item: 125, 1554709914604325376
sent item: 124, 1554709914604596480
sent item: 124, 1554709914616403968
sent item: 126, 1554709914621145600
sent item: 127, 1554709914637406976
sent item: 126, 1554709914637712128
sent item: 128, 1554709914654573056
sent item: 129, 1554709914670839296
Final: 100,10,90,40
